,id,from_etyma_id,to_etyma_id,created_at,updated_at
388,389,3332,3340,2015-04-16 09:21:15,2015-04-16 09:21:15
389,390,3333,3799,2015-04-16 09:21:15,2015-04-16 09:21:15
390,391,3334,3335,2015-04-16 09:21:15,2015-04-16 09:21:15
391,392,3335,3992,2015-04-16 09:21:15,2015-04-16 09:21:15
392,393,3340,3332,2015-04-16 09:21:15,2015-04-16 09:21:15
393,394,3348,4004,2015-04-16 09:21:15,2015-04-16 09:21:15
394,395,3349,3409,2015-04-16 09:21:15,2015-04-16 09:21:15
395,396,3350,3994,2015-04-16 09:21:15,2015-04-16 09:21:15
396,397,3354,3356,2015-04-16 09:21:15,2015-04-16 09:21:15
397,398,3356,3354,2015-04-16 09:21:15,2015-04-16 09:21:15
398,399,3358,3373,2015-04-16 09:21:15,2015-04-16 09:21:15
399,400,3359,3367,2015-04-16 09:21:15,2015-04-16 09:21:15
400,401,3360,3361,2015-04-16 09:21:15,2015-04-16 09:21:15
401,402,3361,3387,2015-04-16 09:21:15,2015-04-16 09:21:15
402,403,3363,3364,2015-04-16 09:21:15,2015-04-16 09:21:15
403,404,3364,3401,2015-04-16 09:21:15,2015-04-16 09:21:15
404,405,3365,3375,2015-04-16 09:21:15,2015-04-16 09:21:15
405,406,3367,3372,2015-04-16 09:21:15,2015-04-16 09:21:15
406,407,3372,3379,2015-04-16 09:21:15,2015-04-16 09:21:15
407,408,3373,2691,2015-04-16 09:21:15,2015-04-16 09:21:15
408,409,3375,3365,2015-04-16 09:21:15,2015-04-16 09:21:15
409,410,3379,2685,2015-04-16 09:21:15,2015-04-16 09:21:15
410,411,3382,3863,2015-04-16 09:21:15,2015-04-16 09:21:15
411,412,3387,3998,2015-04-16 09:21:15,2015-04-16 09:21:15
412,413,3390,3392,2015-04-16 09:21:15,2015-04-16 09:21:15
413,414,3392,3390,2015-04-16 09:21:15,2015-04-16 09:21:15
414,415,3399,3424,2015-04-16 09:21:15,2015-04-16 09:21:15
415,416,3401,3363,2015-04-16 09:21:15,2015-04-16 09:21:15
416,417,3404,3697,2015-04-16 09:21:15,2015-04-16 09:21:15
417,418,3405,3415,2015-04-16 09:21:15,2015-04-16 09:21:15
418,419,3406,3420,2015-04-16 09:21:15,2015-04-16 09:21:15
419,420,3409,3330,2015-04-16 09:21:15,2015-04-16 09:21:15
420,421,3413,2689,2015-04-16 09:21:15,2015-04-16 09:21:15
421,422,3415,3405,2015-04-16 09:21:15,2015-04-16 09:21:15
422,423,3420,3406,2015-04-16 09:21:15,2015-04-16 09:21:15
423,424,3424,3399,2015-04-16 09:21:15,2015-04-16 09:21:15
424,425,3429,3450,2015-04-16 09:21:15,2015-04-16 09:21:15
425,426,3433,3439,2015-04-16 09:21:15,2015-04-16 09:21:15
426,427,3439,3511,2015-04-16 09:21:15,2015-04-16 09:21:15
427,428,3444,3507,2015-04-16 09:21:15,2015-04-16 09:21:15
428,429,3450,3429,2015-04-16 09:21:15,2015-04-16 09:21:15
429,430,3453,2668,2015-04-16 09:21:15,2015-04-16 09:21:15
430,431,3454,3462,2015-04-16 09:21:15,2015-04-16 09:21:15
431,432,3455,2292,2015-04-16 09:21:15,2015-04-16 09:21:15
432,433,3456,3533,2015-04-16 09:21:15,2015-04-16 09:21:15
433,434,3457,3460,2015-04-16 09:21:15,2015-04-16 09:21:15
434,435,3460,3514,2015-04-16 09:21:15,2015-04-16 09:21:15
435,436,3462,3454,2015-04-16 09:21:15,2015-04-16 09:21:15
436,437,3466,3469,2015-04-16 09:21:15,2015-04-16 09:21:15
437,438,3467,3475,2015-04-16 09:21:15,2015-04-16 09:21:15
438,439,3469,3466,2015-04-16 09:21:15,2015-04-16 09:21:15
439,440,3471,3481,2015-04-16 09:21:15,2015-04-16 09:21:15
440,441,3473,3478,2015-04-16 09:21:15,2015-04-16 09:21:15
441,442,3475,3476,2015-04-16 09:21:15,2015-04-16 09:21:15
442,443,3476,3480,2015-04-16 09:21:15,2015-04-16 09:21:15
443,444,3478,3473,2015-04-16 09:21:15,2015-04-16 09:21:15
444,445,3480,3467,2015-04-16 09:21:15,2015-04-16 09:21:15
445,446,3481,3563,2015-04-16 09:21:15,2015-04-16 09:21:15
446,447,3485,3493,2015-04-16 09:21:15,2015-04-16 09:21:15
447,448,3487,4019,2015-04-16 09:21:15,2015-04-16 09:21:15
448,449,3492,3495,2015-04-16 09:21:15,2015-04-16 09:21:15
449,450,3493,3485,2015-04-16 09:21:15,2015-04-16 09:21:15
450,451,3495,3492,2015-04-16 09:21:15,2015-04-16 09:21:15
451,452,3502,3516,2015-04-16 09:21:15,2015-04-16 09:21:15
452,453,3504,3506,2015-04-16 09:21:15,2015-04-16 09:21:15
453,454,3505,3513,2015-04-16 09:21:15,2015-04-16 09:21:15
454,455,3506,3504,2015-04-16 09:21:15,2015-04-16 09:21:15
455,456,3507,3444,2015-04-16 09:21:15,2015-04-16 09:21:15
456,457,3511,3433,2015-04-16 09:21:15,2015-04-16 09:21:15
457,458,3513,3505,2015-04-16 09:21:15,2015-04-16 09:21:15
458,459,3514,3457,2015-04-16 09:21:15,2015-04-16 09:21:15
459,460,3516,3550,2015-04-16 09:21:15,2015-04-16 09:21:15
460,461,3520,3521,2015-04-16 09:21:15,2015-04-16 09:21:15
461,462,3521,3526,2015-04-16 09:21:15,2015-04-16 09:21:15
462,463,3526,3530,2015-04-16 09:21:15,2015-04-16 09:21:15
463,464,3527,3529,2015-04-16 09:21:15,2015-04-16 09:21:15
464,465,3529,3527,2015-04-16 09:21:15,2015-04-16 09:21:15
465,466,3530,3531,2015-04-16 09:21:15,2015-04-16 09:21:15
466,467,3531,4021,2015-04-16 09:21:15,2015-04-16 09:21:15
467,468,3533,2293,2015-04-16 09:21:15,2015-04-16 09:21:15
468,469,3535,3540,2015-04-16 09:21:15,2015-04-16 09:21:15
469,470,3540,3566,2015-04-16 09:21:15,2015-04-16 09:21:15
470,471,3550,3502,2015-04-16 09:21:15,2015-04-16 09:21:15
471,472,3563,3471,2015-04-16 09:21:15,2015-04-16 09:21:15
472,473,3566,3535,2015-04-16 09:21:15,2015-04-16 09:21:15
473,474,3578,3613,2015-04-16 09:21:15,2015-04-16 09:21:15
474,475,3579,4316,2015-04-16 09:21:15,2015-04-16 09:21:15
475,476,3581,4026,2015-04-16 09:21:15,2015-04-16 09:21:15
476,477,3582,3600,2015-04-16 09:21:15,2015-04-16 09:21:15
477,478,3588,3603,2015-04-16 09:21:15,2015-04-16 09:21:15
478,479,3594,2310,2015-04-16 09:21:15,2015-04-16 09:21:15
479,480,3595,3616,2015-04-16 09:21:15,2015-04-16 09:21:15
480,481,3600,3601,2015-04-16 09:21:15,2015-04-16 09:21:15
481,482,3601,3604,2015-04-16 09:21:15,2015-04-16 09:21:15
482,483,3603,2699,2015-04-16 09:21:15,2015-04-16 09:21:15
483,484,3604,4028,2015-04-16 09:21:15,2015-04-16 09:21:15
484,485,3611,3619,2015-04-16 09:21:15,2015-04-16 09:21:15
485,486,3612,3880,2015-04-16 09:21:15,2015-04-16 09:21:15
486,487,3613,2708,2015-04-16 09:21:15,2015-04-16 09:21:15
487,488,3616,3595,2015-04-16 09:21:15,2015-04-16 09:21:15
488,489,3617,2709,2015-04-16 09:21:15,2015-04-16 09:21:15
489,490,3619,2706,2015-04-16 09:21:16,2015-04-16 09:21:16
490,491,3623,2659,2015-04-16 09:21:16,2015-04-16 09:21:16
491,492,3624,2660,2015-04-16 09:21:16,2015-04-16 09:21:16
492,493,3626,3651,2015-04-16 09:21:16,2015-04-16 09:21:16
493,494,3627,3628,2015-04-16 09:21:16,2015-04-16 09:21:16
494,495,3628,3627,2015-04-16 09:21:16,2015-04-16 09:21:16
495,496,3631,3633,2015-04-16 09:21:16,2015-04-16 09:21:16
496,497,3632,2251,2015-04-16 09:21:16,2015-04-16 09:21:16
497,498,3633,2661,2015-04-16 09:21:16,2015-04-16 09:21:16
